Success Rate,Gross Savings,Total Cost,Net Savings,ROI
0.1,8351.2585812357,9000,-648.7414187643008,-0.07208237986270008
0.2,16702.5171624714,9000,7702.5171624713985,0.8558352402745998
0.30000000000000004,25053.7757437071,9000,16053.775743707101,1.7837528604119002
0.4,33405.0343249428,9000,24405.034324942797,2.7116704805492
