threshold,n_target,roi
0.05,2850.0,12.333333333333334
0.1,2700.0,12.333333333333334
0.15000000000000002,2550.0,12.333333333333334
0.2,2400.0,12.333333333333334
0.25,2250.0,12.333333333333334
0.3,2100.0,12.333333333333334
0.35000000000000003,1949.9999999999998,12.333333333333332
0.4,1800.0,12.333333333333334
0.45,1650.0000000000002,12.333333333333334
